timestamp,http_requests_per_sec,http_p99_latency_ms,cpu_usage_percent,http_5xx_rate
2026-06-01T03:44:00Z,25.58,1037.0,67.06,8.37
2026-06-01T03:44:30Z,19.19,1076.9,60.41,11.01
2026-06-01T03:45:00Z,35.47,926.6,80.93,7.46
2026-06-01T03:45:30Z,24.71,1120.5,69.44,11.25
2026-06-01T03:46:00Z,26.11,874.4,67.46,12.98
2026-06-01T03:46:30Z,30.29,804.5,72.9,8.6
2026-06-01T03:47:00Z,24.22,984.9,80.89,10.81
2026-06-01T03:47:30Z,20.54,815.8,56.5,10.99
2026-06-01T03:48:00Z,19.85,1114.0,61.12,7.22
2026-06-01T03:48:30Z,18.94,1059.2,58.51,11.51
2026-06-01T03:49:00Z,27.12,943.5,47.48,10.61
2026-06-01T03:49:30Z,18.24,1042.9,63.56,11.79
2026-06-01T03:50:00Z,22.46,737.3,59.33,7.5
2026-06-01T03:50:30Z,21.95,739.4,64.17,5.47
2026-06-01T03:51:00Z,28.95,842.7,72.87,11.11
2026-06-01T03:51:30Z,26.18,855.1,79.43,9.19
2026-06-01T03:52:00Z,19.56,886.2,57.83,6.52
2026-06-01T03:52:30Z,24.35,773.5,62.9,7.9
2026-06-01T03:53:00Z,22.18,810.0,80.47,8.53
2026-06-01T03:53:30Z,31.21,773.9,80.32,12.16
2026-06-01T03:54:00Z,25.45,503.0,67.02,10.52
2026-06-01T03:54:30Z,28.04,841.7,75.71,5.68
2026-06-01T03:55:00Z,23.29,957.4,58.05,10.35
2026-06-01T03:55:30Z,23.12,634.6,80.91,11.44
2026-06-01T03:56:00Z,23.57,606.2,70.03,9.24
2026-06-01T03:56:30Z,31.67,570.8,73.04,4.64
2026-06-01T03:57:00Z,29.7,714.2,60.63,9.87
2026-06-01T03:57:30Z,24.23,595.0,51.75,5.69
2026-06-01T03:58:00Z,24.08,621.5,64.59,8.82
2026-06-01T03:58:30Z,23.44,734.8,45.98,7.08
2026-06-01T03:59:00Z,27.18,872.4,74.33,5.43
2026-06-01T03:59:30Z,22.89,947.0,67.66,7.05
2026-06-01T04:00:00Z,24.35,831.7,69.46,7.1
2026-06-01T04:00:30Z,23.68,615.3,71.27,6.95
2026-06-01T04:01:00Z,32.44,525.9,60.99,7.14
2026-06-01T04:01:30Z,30.42,950.5,57.64,7.77
2026-06-01T04:02:00Z,22.98,520.5,59.01,7.5
2026-06-01T04:02:30Z,28.53,984.1,48.77,6.0
2026-06-01T04:03:00Z,24.41,428.7,56.31,5.26
2026-06-01T04:03:30Z,27.22,836.7,58.07,7.98
2026-06-01T04:04:00Z,25.61,482.6,64.6,4.3
2026-06-01T04:04:30Z,29.28,466.1,63.65,9.64
2026-06-01T04:05:00Z,23.26,782.2,53.88,4.21
2026-06-01T04:05:30Z,25.46,731.3,50.68,5.8
2026-06-01T04:06:00Z,21.43,447.4,54.16,5.52
2026-06-01T04:06:30Z,23.38,617.1,58.98,8.49
2026-06-01T04:07:00Z,22.4,832.3,44.97,6.59
2026-06-01T04:07:30Z,21.87,459.0,61.95,4.57
2026-06-01T04:08:00Z,26.51,804.7,46.57,6.59
2026-06-01T04:08:30Z,25.43,531.1,41.51,5.61
2026-06-01T04:09:00Z,29.7,581.0,41.68,4.93
2026-06-01T04:09:30Z,23.01,769.1,33.67,4.46
2026-06-01T04:10:00Z,22.39,659.7,66.09,5.13
2026-06-01T04:10:30Z,24.1,653.2,60.34,7.43
2026-06-01T04:11:00Z,20.3,662.0,40.35,6.23
2026-06-01T04:11:30Z,18.95,605.1,55.37,4.22
2026-06-01T04:12:00Z,31.19,526.8,30.43,6.47
2026-06-01T04:12:30Z,17.99,563.2,34.73,3.43
2026-06-01T04:13:00Z,28.18,393.3,46.79,7.85
2026-06-01T04:13:30Z,32.95,589.4,50.55,4.96
2026-06-01T04:14:00Z,33.23,530.3,46.42,2.84
2026-06-01T04:14:30Z,32.36,548.3,55.23,4.75
2026-06-01T04:15:00Z,34.75,356.1,39.79,4.48
2026-06-01T04:15:30Z,18.11,532.2,43.04,3.24
2026-06-01T04:16:00Z,41.27,516.6,41.29,5.39
2026-06-01T04:16:30Z,25.5,419.2,44.09,6.28
2026-06-01T04:17:00Z,23.61,449.8,34.4,2.57
2026-06-01T04:17:30Z,26.27,358.3,35.48,3.28
2026-06-01T04:18:00Z,20.96,402.2,36.61,3.47
2026-06-01T04:18:30Z,25.12,433.1,29.19,4.47
2026-06-01T04:19:00Z,27.21,433.5,41.05,3.23
2026-06-01T04:19:30Z,27.08,365.9,46.84,3.16
2026-06-01T04:20:00Z,28.22,324.3,36.09,3.32
2026-06-01T04:20:30Z,29.66,330.3,49.14,2.59
2026-06-01T04:21:00Z,29.65,334.5,35.06,3.71
2026-06-01T04:21:30Z,21.82,318.3,24.65,3.32
2026-06-01T04:22:00Z,31.45,277.0,33.69,1.87
2026-06-01T04:22:30Z,27.71,265.6,36.77,2.96
2026-06-01T04:23:00Z,30.56,312.5,35.6,1.55
2026-06-01T04:23:30Z,24.14,206.4,31.25,1.28
2026-06-01T04:24:00Z,25.58,226.4,22.03,3.61
2026-06-01T04:24:30Z,26.11,171.5,29.68,3.1
2026-06-01T04:25:00Z,29.52,143.2,23.39,1.3
2026-06-01T04:25:30Z,22.49,142.4,32.19,0.84
2026-06-01T04:26:00Z,27.55,148.3,23.99,1.23
2026-06-01T04:26:30Z,28.28,129.4,35.55,1.48
2026-06-01T04:27:00Z,25.87,118.6,26.76,1.8
2026-06-01T04:27:30Z,27.1,57.3,10.51,1.03
2026-06-01T04:28:00Z,24.89,136.8,25.03,0.39
2026-06-01T04:28:30Z,37.12,86.7,21.07,0.5
2026-06-01T04:29:00Z,25.73,57.0,22.74,0.34
2026-06-01T04:29:30Z,18.71,46.5,27.66,0.14
2026-06-01T04:30:00Z,29.44,20.0,13.17,0.0
2026-06-01T04:30:30Z,28.22,48.1,19.52,0.6
2026-06-01T04:31:00Z,26.08,24.6,13.33,1.02
2026-06-01T04:31:30Z,25.48,43.0,13.48,1.5
2026-06-01T04:32:00Z,31.23,80.9,25.73,0.24
2026-06-01T04:32:30Z,20.02,20.0,4.29,0.0
2026-06-01T04:33:00Z,18.53,45.4,29.34,0.0
2026-06-01T04:33:30Z,25.58,27.3,23.41,0.0
2026-06-01T04:34:00Z,24.14,20.0,27.13,0.0
2026-06-01T04:34:30Z,30.43,20.1,24.09,0.0
2026-06-01T04:35:00Z,24.73,38.0,22.34,0.1
2026-06-01T04:35:30Z,28.2,28.1,19.73,0.85
2026-06-01T04:36:00Z,31.74,34.1,27.18,0.0
2026-06-01T04:36:30Z,27.71,20.0,26.2,0.0
2026-06-01T04:37:00Z,21.98,44.8,22.9,0.0
2026-06-01T04:37:30Z,21.52,54.1,27.99,1.5
2026-06-01T04:38:00Z,29.87,21.2,24.07,0.48
2026-06-01T04:38:30Z,28.57,22.2,19.42,0.0
2026-06-01T04:39:00Z,18.2,22.4,11.49,0.0
2026-06-01T04:39:30Z,27.46,54.6,25.89,0.0
2026-06-01T04:40:00Z,32.32,20.0,15.13,0.0
2026-06-01T04:40:30Z,28.8,36.3,21.29,1.5
2026-06-01T04:41:00Z,27.69,20.0,10.05,0.0
2026-06-01T04:41:30Z,32.34,41.8,23.28,0.0
2026-06-01T04:42:00Z,28.08,55.7,27.95,0.0
2026-06-01T04:42:30Z,33.02,69.0,14.79,0.0
2026-06-01T04:43:00Z,30.31,20.0,11.95,0.0
2026-06-01T04:43:30Z,29.09,41.4,17.68,1.4
2026-06-01T04:44:00Z,28.58,35.8,22.82,0.0
2026-06-01T04:44:30Z,21.89,50.6,20.86,0.54
2026-06-01T04:45:00Z,32.18,46.1,21.79,0.0
2026-06-01T04:45:30Z,28.99,20.0,24.54,1.18
2026-06-01T04:46:00Z,30.18,31.0,7.58,0.47
2026-06-01T04:46:30Z,30.69,34.2,29.72,0.0
2026-06-01T04:47:00Z,24.32,53.3,7.57,0.0
2026-06-01T04:47:30Z,21.11,34.5,15.1,0.35
2026-06-01T04:48:00Z,29.25,20.0,22.52,0.0
2026-06-01T04:48:30Z,32.32,31.4,15.21,0.0
2026-06-01T04:49:00Z,28.73,74.4,4.59,0.0
2026-06-01T04:49:30Z,34.11,45.3,18.26,0.0
2026-06-01T04:50:00Z,21.45,49.6,7.37,1.07
2026-06-01T04:50:30Z,31.0,50.5,17.26,1.5
2026-06-01T04:51:00Z,34.38,40.8,9.67,0.14
2026-06-01T04:51:30Z,30.07,20.0,20.37,1.0
2026-06-01T04:52:00Z,29.39,39.7,35.16,0.0
2026-06-01T04:52:30Z,32.48,20.0,10.07,1.5
2026-06-01T04:53:00Z,31.13,34.3,10.52,1.08
2026-06-01T04:53:30Z,31.44,20.0,18.51,1.5
2026-06-01T04:54:00Z,28.2,31.0,27.49,0.0
2026-06-01T04:54:30Z,20.39,60.7,31.0,0.28
2026-06-01T04:55:00Z,31.36,59.1,12.19,0.0
2026-06-01T04:55:30Z,33.25,24.1,14.47,0.87
2026-06-01T04:56:00Z,25.46,51.0,6.32,0.85
2026-06-01T04:56:30Z,29.12,20.0,25.98,0.74
2026-06-01T04:57:00Z,27.92,78.2,16.06,0.0
2026-06-01T04:57:30Z,37.27,20.0,17.15,0.0
2026-06-01T04:58:00Z,30.15,33.4,20.95,0.0
2026-06-01T04:58:30Z,29.29,20.0,17.77,0.0
2026-06-01T04:59:00Z,25.52,51.7,19.15,0.0
2026-06-01T04:59:30Z,31.68,68.7,15.79,0.0
2026-06-01T05:00:00Z,26.29,20.0,17.66,0.36
2026-06-01T05:00:30Z,34.93,54.1,23.67,0.96
2026-06-01T05:01:00Z,27.28,20.0,32.66,0.62
2026-06-01T05:01:30Z,22.82,38.9,20.54,0.96
2026-06-01T05:02:00Z,27.36,57.8,20.7,0.0
2026-06-01T05:02:30Z,26.78,20.9,19.01,0.42
2026-06-01T05:03:00Z,28.44,22.1,24.12,0.0
2026-06-01T05:03:30Z,36.02,20.0,22.14,0.0
2026-06-01T05:04:00Z,30.43,50.2,19.95,1.34
2026-06-01T05:04:30Z,35.72,59.0,23.56,1.13
2026-06-01T05:05:00Z,31.27,24.9,28.26,0.0
2026-06-01T05:05:30Z,27.69,20.0,6.56,1.28
2026-06-01T05:06:00Z,27.2,20.0,27.26,1.02
2026-06-01T05:06:30Z,24.28,39.0,9.86,0.88
2026-06-01T05:07:00Z,31.51,29.6,13.15,0.33
2026-06-01T05:07:30Z,29.85,55.1,25.23,0.32
2026-06-01T05:08:00Z,36.54,26.6,30.86,0.95
2026-06-01T05:08:30Z,29.59,52.0,23.68,0.51
2026-06-01T05:09:00Z,30.32,20.0,7.0,0.0
2026-06-01T05:09:30Z,27.69,20.2,20.84,0.62
2026-06-01T05:10:00Z,21.25,34.6,27.95,0.0
2026-06-01T05:10:30Z,35.89,20.0,24.7,0.51
2026-06-01T05:11:00Z,28.11,20.0,14.85,0.0
2026-06-01T05:11:30Z,30.6,40.8,24.47,0.76
2026-06-01T05:12:00Z,28.27,53.5,28.69,0.0
2026-06-01T05:12:30Z,28.66,27.2,27.38,0.0
2026-06-01T05:13:00Z,37.5,37.0,22.59,0.42
2026-06-01T05:13:30Z,29.85,39.4,20.45,1.22
2026-06-01T05:14:00Z,28.76,20.0,16.47,1.25
2026-06-01T05:14:30Z,25.45,20.0,18.5,1.5
2026-06-01T05:15:00Z,30.79,20.0,20.51,0.48
2026-06-01T05:15:30Z,33.23,20.0,30.08,0.12
2026-06-01T05:16:00Z,32.43,20.0,20.96,0.0
2026-06-01T05:16:30Z,33.31,23.5,19.4,0.0
2026-06-01T05:17:00Z,27.19,20.0,16.05,0.96
2026-06-01T05:17:30Z,28.03,20.0,27.71,1.39
2026-06-01T05:18:00Z,30.97,49.0,29.37,0.57
2026-06-01T05:18:30Z,29.66,65.3,13.09,0.0
2026-06-01T05:19:00Z,23.98,41.2,10.95,0.0
2026-06-01T05:19:30Z,28.79,49.0,14.8,1.5
2026-06-01T05:20:00Z,26.09,56.8,27.65,0.01
2026-06-01T05:20:30Z,30.97,20.7,8.99,0.42
2026-06-01T05:21:00Z,29.05,20.0,6.97,0.56
2026-06-01T05:21:30Z,31.16,35.5,12.12,0.36
2026-06-01T05:22:00Z,25.33,20.0,15.93,0.0
2026-06-01T05:22:30Z,26.4,43.2,11.9,0.0
2026-06-01T05:23:00Z,29.8,56.6,32.77,0.71
2026-06-01T05:23:30Z,31.57,70.1,15.18,0.95
2026-06-01T05:24:00Z,30.99,46.2,26.54,0.0
2026-06-01T05:24:30Z,35.47,36.4,29.09,0.0
2026-06-01T05:25:00Z,26.21,47.9,14.42,0.56
2026-06-01T05:25:30Z,30.64,20.0,17.12,0.0
2026-06-01T05:26:00Z,24.24,31.5,16.89,0.0
2026-06-01T05:26:30Z,38.03,44.5,20.76,0.08
2026-06-01T05:27:00Z,23.7,33.8,8.39,0.0
2026-06-01T05:27:30Z,30.03,35.4,26.07,0.0
2026-06-01T05:28:00Z,26.75,37.5,28.49,0.08
2026-06-01T05:28:30Z,36.44,20.0,5.68,1.02
2026-06-01T05:29:00Z,39.45,72.8,24.94,1.16
2026-06-01T05:29:30Z,30.26,39.2,22.0,0.0
2026-06-01T05:30:00Z,34.15,20.0,27.86,0.88
2026-06-01T05:30:30Z,27.39,51.1,25.53,0.0
2026-06-01T05:31:00Z,36.62,82.0,19.63,0.0
2026-06-01T05:31:30Z,33.05,32.3,22.3,0.13
2026-06-01T05:32:00Z,24.31,34.1,16.85,0.0
2026-06-01T05:32:30Z,32.21,43.6,21.54,0.0
2026-06-01T05:33:00Z,24.81,24.0,11.03,0.0
2026-06-01T05:33:30Z,36.23,20.0,21.09,0.0
2026-06-01T05:34:00Z,37.67,20.0,15.03,0.0
2026-06-01T05:34:30Z,25.84,61.7,11.0,0.0
2026-06-01T05:35:00Z,31.5,38.5,10.95,0.0
2026-06-01T05:35:30Z,31.46,33.9,21.89,0.0
2026-06-01T05:36:00Z,33.18,20.0,16.34,0.48
2026-06-01T05:36:30Z,31.21,36.9,20.86,1.5
2026-06-01T05:37:00Z,39.39,35.3,15.38,0.0
2026-06-01T05:37:30Z,36.14,20.4,16.15,0.89
2026-06-01T05:38:00Z,37.73,46.6,37.13,1.33
2026-06-01T05:38:30Z,36.68,44.2,22.18,0.0
2026-06-01T05:39:00Z,34.4,87.5,17.33,1.5
2026-06-01T05:39:30Z,35.66,32.8,24.2,0.51
2026-06-01T05:40:00Z,26.99,20.7,16.94,0.0
2026-06-01T05:40:30Z,35.89,58.7,26.88,0.0
2026-06-01T05:41:00Z,30.29,81.8,15.28,0.78
2026-06-01T05:41:30Z,38.97,30.9,13.41,0.0
2026-06-01T05:42:00Z,32.82,34.8,23.11,0.0
2026-06-01T05:42:30Z,25.25,66.8,19.82,1.02
2026-06-01T05:43:00Z,33.61,20.0,23.58,0.0
2026-06-01T05:43:30Z,29.71,20.0,28.62,0.0
2026-06-01T05:44:00Z,32.52,70.7,8.36,0.0
2026-06-01T05:44:30Z,28.91,46.4,24.53,0.22
2026-06-01T05:45:00Z,27.77,51.3,23.32,0.0
2026-06-01T05:45:30Z,32.87,30.8,15.85,0.21
2026-06-01T05:46:00Z,33.02,62.7,16.11,0.14
2026-06-01T05:46:30Z,37.02,21.8,18.58,0.0
2026-06-01T05:47:00Z,29.24,65.0,19.24,0.0
2026-06-01T05:47:30Z,28.16,79.2,14.18,0.0
2026-06-01T05:48:00Z,36.63,67.4,26.81,0.0
2026-06-01T05:48:30Z,29.72,107.6,11.56,0.0
2026-06-01T05:49:00Z,39.48,29.6,12.9,0.0
2026-06-01T05:49:30Z,31.66,20.0,24.23,0.0
2026-06-01T05:50:00Z,32.16,32.8,31.55,0.6
2026-06-01T05:50:30Z,30.54,20.0,21.02,0.0
2026-06-01T05:51:00Z,27.73,31.6,16.35,0.45
2026-06-01T05:51:30Z,34.7,20.0,19.26,0.0
2026-06-01T05:52:00Z,36.31,55.1,22.72,0.0
2026-06-01T05:52:30Z,33.3,42.6,24.82,0.9
2026-06-01T05:53:00Z,36.28,71.9,29.57,0.22
2026-06-01T05:53:30Z,30.53,25.4,19.15,0.0
2026-06-01T05:54:00Z,41.51,75.0,17.73,0.03
2026-06-01T05:54:30Z,30.13,45.8,16.78,0.32
2026-06-01T05:55:00Z,32.85,54.2,19.99,0.0
2026-06-01T05:55:30Z,31.82,20.0,14.77,0.76
2026-06-01T05:56:00Z,31.89,43.4,21.27,0.0
2026-06-01T05:56:30Z,33.21,47.5,22.78,0.0
2026-06-01T05:57:00Z,32.75,23.1,19.63,0.0
2026-06-01T05:57:30Z,38.18,23.6,25.1,0.0
2026-06-01T05:58:00Z,26.06,24.5,10.04,0.0
2026-06-01T05:58:30Z,34.94,21.5,31.81,1.04
2026-06-01T05:59:00Z,26.9,27.1,16.38,0.0
2026-06-01T05:59:30Z,38.82,35.7,14.93,0.37
2026-06-01T06:00:00Z,29.22,28.2,12.52,0.19
2026-06-01T06:00:30Z,24.7,49.5,30.48,0.0
2026-06-01T06:01:00Z,27.17,24.7,16.44,1.09
2026-06-01T06:01:30Z,28.93,20.0,26.98,0.0
2026-06-01T06:02:00Z,34.28,39.8,19.39,0.62
2026-06-01T06:02:30Z,36.6,20.4,2.0,0.58
2026-06-01T06:03:00Z,35.48,25.5,25.65,0.19
2026-06-01T06:03:30Z,26.43,35.7,32.46,0.26
2026-06-01T06:04:00Z,32.93,27.2,12.65,0.0
2026-06-01T06:04:30Z,34.59,75.2,26.12,0.0
2026-06-01T06:05:00Z,26.86,59.2,24.66,1.28
2026-06-01T06:05:30Z,34.88,55.9,17.94,0.0
2026-06-01T06:06:00Z,30.48,64.0,19.7,0.55
2026-06-01T06:06:30Z,32.32,68.8,5.69,0.25
2026-06-01T06:07:00Z,31.98,20.0,15.65,0.0
2026-06-01T06:07:30Z,33.77,24.1,18.65,0.0
2026-06-01T06:08:00Z,34.68,49.2,21.05,0.0
2026-06-01T06:08:30Z,33.76,54.8,25.67,1.5
2026-06-01T06:09:00Z,29.27,20.0,2.0,1.5
2026-06-01T06:09:30Z,39.07,50.8,2.0,1.5
2026-06-01T06:10:00Z,37.49,23.1,17.25,0.05
2026-06-01T06:10:30Z,36.4,42.6,31.75,0.37
2026-06-01T06:11:00Z,33.79,20.2,22.22,0.4
2026-06-01T06:11:30Z,33.55,41.0,4.32,1.5
2026-06-01T06:12:00Z,37.66,34.4,24.24,0.0
2026-06-01T06:12:30Z,29.44,20.7,13.06,0.0
2026-06-01T06:13:00Z,33.15,65.0,19.59,0.0
2026-06-01T06:13:30Z,37.86,34.5,13.66,0.09
2026-06-01T06:14:00Z,38.77,44.3,25.44,0.0
2026-06-01T06:14:30Z,39.29,55.8,32.21,0.0
2026-06-01T06:15:00Z,33.31,20.0,20.86,0.47
2026-06-01T06:15:30Z,33.33,28.3,8.78,0.28
2026-06-01T06:16:00Z,39.51,22.6,8.17,0.0
2026-06-01T06:16:30Z,40.21,33.6,14.99,0.47
2026-06-01T06:17:00Z,32.51,26.9,14.64,0.0
2026-06-01T06:17:30Z,33.88,55.4,25.65,0.47
2026-06-01T06:18:00Z,36.63,54.4,3.73,0.0
2026-06-01T06:18:30Z,36.0,20.0,25.34,0.0
2026-06-01T06:19:00Z,32.95,34.3,12.87,0.0
2026-06-01T06:19:30Z,28.18,20.0,15.41,0.19
2026-06-01T06:20:00Z,36.18,44.1,23.45,0.0
2026-06-01T06:20:30Z,34.57,39.9,23.78,0.34
2026-06-01T06:21:00Z,34.98,28.3,17.55,0.99
2026-06-01T06:21:30Z,32.58,48.3,16.06,1.02
2026-06-01T06:22:00Z,39.21,55.8,22.45,0.0
2026-06-01T06:22:30Z,31.49,50.4,21.02,0.0
2026-06-01T06:23:00Z,34.92,20.0,18.17,0.0
2026-06-01T06:23:30Z,26.1,52.4,32.1,0.0
2026-06-01T06:24:00Z,35.6,50.4,22.52,0.02
2026-06-01T06:24:30Z,31.75,49.1,24.89,0.53
2026-06-01T06:25:00Z,36.24,20.0,13.94,1.13
2026-06-01T06:25:30Z,32.32,20.0,31.24,0.62
2026-06-01T06:26:00Z,26.18,58.2,15.58,0.0
2026-06-01T06:26:30Z,25.34,85.6,25.69,0.86
2026-06-01T06:27:00Z,32.8,21.2,9.86,0.0
2026-06-01T06:27:30Z,33.58,22.2,28.87,0.0
2026-06-01T06:28:00Z,34.35,22.3,21.2,1.33
2026-06-01T06:28:30Z,34.46,20.0,17.87,0.0
2026-06-01T06:29:00Z,34.84,20.0,9.62,0.17
2026-06-01T06:29:30Z,41.79,49.5,20.76,0.0
2026-06-01T06:30:00Z,36.12,20.0,14.54,0.0
2026-06-01T06:30:30Z,38.43,38.9,27.25,0.84
2026-06-01T06:31:00Z,35.49,61.7,10.3,0.0
2026-06-01T06:31:30Z,36.83,20.0,17.71,0.26
2026-06-01T06:32:00Z,32.87,39.0,21.11,0.0
2026-06-01T06:32:30Z,36.97,71.0,5.43,0.55
2026-06-01T06:33:00Z,33.31,55.9,18.94,0.0
2026-06-01T06:33:30Z,33.07,20.0,14.34,0.0
2026-06-01T06:34:00Z,25.76,41.3,8.03,0.0
2026-06-01T06:34:30Z,38.56,54.8,25.06,0.0
2026-06-01T06:35:00Z,40.04,60.4,29.43,0.0
2026-06-01T06:35:30Z,38.23,71.6,17.97,0.0
2026-06-01T06:36:00Z,41.04,32.2,17.42,0.69
2026-06-01T06:36:30Z,33.62,22.8,17.82,0.27
2026-06-01T06:37:00Z,30.47,55.2,26.13,0.0
2026-06-01T06:37:30Z,39.57,20.0,27.75,0.72
2026-06-01T06:38:00Z,39.42,31.8,16.36,0.0
2026-06-01T06:38:30Z,41.91,22.5,9.57,0.0
2026-06-01T06:39:00Z,37.98,20.0,25.31,0.0
2026-06-01T06:39:30Z,30.14,23.4,12.08,0.0
2026-06-01T06:40:00Z,36.84,43.0,22.0,0.0
2026-06-01T06:40:30Z,38.29,28.9,17.54,1.5
2026-06-01T06:41:00Z,37.77,28.0,14.86,0.0
2026-06-01T06:41:30Z,36.92,46.2,6.45,1.12
2026-06-01T06:42:00Z,36.39,29.7,18.95,0.0
2026-06-01T06:42:30Z,34.66,20.8,18.47,0.37
2026-06-01T06:43:00Z,43.97,20.0,2.0,0.41
2026-06-01T06:43:30Z,36.38,65.1,19.14,0.0
2026-06-01T06:44:00Z,37.75,20.0,24.99,0.0
2026-06-01T06:44:30Z,38.55,42.5,19.51,1.5
2026-06-01T06:45:00Z,38.96,20.0,17.12,0.24
2026-06-01T06:45:30Z,33.79,90.9,8.83,0.92
2026-06-01T06:46:00Z,37.43,23.5,11.81,0.0
2026-06-01T06:46:30Z,35.97,43.4,16.39,0.0
2026-06-01T06:47:00Z,33.45,74.9,19.32,0.0
2026-06-01T06:47:30Z,39.34,32.5,13.61,0.41
2026-06-01T06:48:00Z,33.07,42.1,25.82,1.5
2026-06-01T06:48:30Z,36.79,55.5,34.29,1.5
2026-06-01T06:49:00Z,43.71,37.1,26.36,0.0
2026-06-01T06:49:30Z,31.39,25.7,9.46,0.0
2026-06-01T06:50:00Z,36.05,20.0,18.91,0.0
2026-06-01T06:50:30Z,42.54,54.5,13.31,0.0
2026-06-01T06:51:00Z,30.83,80.3,7.88,0.0
2026-06-01T06:51:30Z,37.68,62.0,24.8,1.28
2026-06-01T06:52:00Z,43.65,21.2,22.47,0.11
2026-06-01T06:52:30Z,45.84,41.3,29.37,0.0
2026-06-01T06:53:00Z,37.86,52.6,23.57,0.0
2026-06-01T06:53:30Z,37.04,49.2,9.11,0.0
2026-06-01T06:54:00Z,36.59,29.2,28.03,0.0
2026-06-01T06:54:30Z,36.05,42.0,20.44,0.0
2026-06-01T06:55:00Z,39.09,45.9,27.77,1.5
2026-06-01T06:55:30Z,35.2,30.8,19.62,0.0
2026-06-01T06:56:00Z,38.7,49.5,29.12,0.0
2026-06-01T06:56:30Z,39.96,67.5,20.53,0.0
2026-06-01T06:57:00Z,35.62,20.0,2.22,0.76
2026-06-01T06:57:30Z,35.31,20.0,25.57,0.0
2026-06-01T06:58:00Z,40.67,34.3,20.1,0.0
2026-06-01T06:58:30Z,35.91,45.6,20.79,0.69
2026-06-01T06:59:00Z,42.03,28.9,16.2,0.08
2026-06-01T06:59:30Z,31.83,22.6,18.66,0.15
2026-06-01T07:00:00Z,33.35,52.0,16.91,1.19
2026-06-01T07:00:30Z,28.32,44.6,23.09,0.0
2026-06-01T07:01:00Z,41.32,20.0,11.32,0.2
2026-06-01T07:01:30Z,35.33,50.0,20.74,0.0
2026-06-01T07:02:00Z,35.98,53.3,26.68,0.0
2026-06-01T07:02:30Z,42.19,22.3,13.9,1.5
2026-06-01T07:03:00Z,40.1,20.0,4.21,0.0
2026-06-01T07:03:30Z,35.42,36.2,20.37,0.71
2026-06-01T07:04:00Z,38.45,23.3,22.58,1.5
2026-06-01T07:04:30Z,33.44,20.0,17.0,0.0
2026-06-01T07:05:00Z,27.42,46.4,21.52,0.0
2026-06-01T07:05:30Z,37.57,30.1,23.47,0.0
2026-06-01T07:06:00Z,33.71,20.0,18.74,0.0
2026-06-01T07:06:30Z,36.9,56.6,37.23,0.29
2026-06-01T07:07:00Z,32.73,36.3,15.03,0.27
2026-06-01T07:07:30Z,38.72,79.7,16.17,0.0
2026-06-01T07:08:00Z,44.26,31.4,9.72,0.53
2026-06-01T07:08:30Z,34.27,47.4,27.34,1.4
2026-06-01T07:09:00Z,41.54,20.0,20.09,0.0
2026-06-01T07:09:30Z,35.86,20.0,30.82,1.5
2026-06-01T07:10:00Z,43.81,20.0,22.22,1.5
2026-06-01T07:10:30Z,43.57,64.0,22.17,0.0
2026-06-01T07:11:00Z,36.52,47.2,17.09,0.0
2026-06-01T07:11:30Z,31.04,20.0,17.82,0.0
2026-06-01T07:12:00Z,42.97,36.4,24.02,0.37
2026-06-01T07:12:30Z,36.42,49.0,11.51,0.67
2026-06-01T07:13:00Z,42.86,33.3,15.87,0.0
2026-06-01T07:13:30Z,39.71,44.7,16.73,1.37
2026-06-01T07:14:00Z,40.95,24.4,27.02,0.47
2026-06-01T07:14:30Z,31.15,47.6,7.81,0.0
2026-06-01T07:15:00Z,38.25,49.7,9.04,0.26
2026-06-01T07:15:30Z,39.68,37.5,18.33,0.7
2026-06-01T07:16:00Z,35.37,38.4,21.57,0.87
2026-06-01T07:16:30Z,44.14,20.0,14.67,0.0
2026-06-01T07:17:00Z,39.5,35.6,19.37,0.36
2026-06-01T07:17:30Z,34.08,32.9,29.27,0.12
2026-06-01T07:18:00Z,36.97,53.6,15.24,0.0
2026-06-01T07:18:30Z,37.05,63.9,17.22,1.5
2026-06-01T07:19:00Z,42.39,47.2,10.92,0.0
2026-06-01T07:19:30Z,42.68,66.6,28.08,0.24
2026-06-01T07:20:00Z,37.98,47.1,22.54,0.0
2026-06-01T07:20:30Z,35.54,20.0,23.09,0.0
2026-06-01T07:21:00Z,40.09,34.0,21.03,0.0
2026-06-01T07:21:30Z,38.08,51.2,21.87,0.19
2026-06-01T07:22:00Z,39.14,20.0,18.57,1.44
2026-06-01T07:22:30Z,33.7,20.0,24.53,0.0
2026-06-01T07:23:00Z,38.21,64.5,21.18,0.0
2026-06-01T07:23:30Z,36.9,63.7,27.5,0.13
2026-06-01T07:24:00Z,31.09,37.1,23.68,0.0
2026-06-01T07:24:30Z,39.55,74.5,30.93,1.5
2026-06-01T07:25:00Z,39.31,39.1,27.43,0.44
2026-06-01T07:25:30Z,40.17,44.3,27.34,0.0
2026-06-01T07:26:00Z,36.16,49.0,13.32,1.5
2026-06-01T07:26:30Z,36.71,20.0,23.07,0.0
2026-06-01T07:27:00Z,41.04,68.3,20.75,1.0
2026-06-01T07:27:30Z,39.54,28.3,29.64,1.4
2026-06-01T07:28:00Z,44.79,53.2,20.93,0.0
