timestamp,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,upstream_timeout_rate
2026-06-01T03:44:00Z,19.59,52.6,0.74,0.12
2026-06-01T03:44:30Z,9.64,32.8,0.7,0.71
2026-06-01T03:45:00Z,19.03,56.5,0.51,0.61
2026-06-01T03:45:30Z,19.2,20.0,0.39,0.49
2026-06-01T03:46:00Z,14.89,63.4,0.14,0.04
2026-06-01T03:46:30Z,23.51,20.0,0.57,0.21
2026-06-01T03:47:00Z,19.37,42.2,0.4,0.94
2026-06-01T03:47:30Z,22.51,64.4,0.69,0.98
2026-06-01T03:48:00Z,18.1,20.0,0.19,0.48
2026-06-01T03:48:30Z,23.55,33.1,0.67,0.68
2026-06-01T03:49:00Z,14.8,48.4,0.67,0.14
2026-06-01T03:49:30Z,19.33,92.3,0.71,0.3
2026-06-01T03:50:00Z,25.09,30.4,0.74,0.7
2026-06-01T03:50:30Z,18.9,57.5,0.35,0.46
2026-06-01T03:51:00Z,17.93,33.9,0.4,0.85
2026-06-01T03:51:30Z,15.15,56.3,0.3,0.62
2026-06-01T03:52:00Z,21.84,50.4,0.15,0.6
2026-06-01T03:52:30Z,9.62,54.9,0.74,0.0
2026-06-01T03:53:00Z,15.55,42.7,0.24,0.19
2026-06-01T03:53:30Z,17.92,26.4,0.12,0.58
2026-06-01T03:54:00Z,19.67,39.6,0.69,0.2
2026-06-01T03:54:30Z,16.01,37.8,0.68,0.57
2026-06-01T03:55:00Z,21.82,63.5,0.08,0.77
2026-06-01T03:55:30Z,21.87,20.0,0.8,0.2
2026-06-01T03:56:00Z,19.63,42.3,0.24,0.06
2026-06-01T03:56:30Z,18.55,20.0,0.54,0.94
2026-06-01T03:57:00Z,22.69,50.9,0.18,0.64
2026-06-01T03:57:30Z,19.54,51.5,0.24,0.72
2026-06-01T03:58:00Z,21.24,20.5,0.51,0.21
2026-06-01T03:58:30Z,21.11,64.9,0.47,0.66
2026-06-01T03:59:00Z,20.49,60.9,0.28,0.13
2026-06-01T03:59:30Z,19.75,51.7,0.3,0.09
2026-06-01T04:00:00Z,15.14,72.0,0.46,0.14
2026-06-01T04:00:30Z,24.41,23.7,0.17,0.78
2026-06-01T04:01:00Z,23.87,73.0,0.55,0.15
2026-06-01T04:01:30Z,20.9,46.4,0.37,0.18
2026-06-01T04:02:00Z,11.11,29.2,0.05,0.85
2026-06-01T04:02:30Z,17.73,73.7,0.68,0.99
2026-06-01T04:03:00Z,16.83,20.0,0.35,0.04
2026-06-01T04:03:30Z,14.49,20.0,0.11,0.12
2026-06-01T04:04:00Z,13.7,44.5,0.01,0.13
2026-06-01T04:04:30Z,20.67,20.0,0.72,0.18
2026-06-01T04:05:00Z,26.68,67.6,0.77,0.46
2026-06-01T04:05:30Z,11.34,56.0,0.09,0.49
2026-06-01T04:06:00Z,21.94,47.1,0.79,0.28
2026-06-01T04:06:30Z,19.67,22.2,0.47,0.73
2026-06-01T04:07:00Z,13.73,71.5,0.58,0.94
2026-06-01T04:07:30Z,20.52,55.0,0.27,0.56
2026-06-01T04:08:00Z,21.75,49.5,0.72,0.55
2026-06-01T04:08:30Z,23.94,60.7,0.68,0.06
2026-06-01T04:09:00Z,23.81,45.2,0.27,0.32
2026-06-01T04:09:30Z,19.93,60.4,0.37,0.67
2026-06-01T04:10:00Z,16.18,39.3,0.01,0.77
2026-06-01T04:10:30Z,13.61,32.0,0.37,0.65
2026-06-01T04:11:00Z,19.73,65.1,0.33,0.18
2026-06-01T04:11:30Z,23.2,72.4,0.55,0.06
2026-06-01T04:12:00Z,13.29,46.2,0.32,0.68
2026-06-01T04:12:30Z,13.12,69.9,0.62,0.46
2026-06-01T04:13:00Z,18.78,67.3,0.37,0.28
2026-06-01T04:13:30Z,14.86,20.5,0.73,0.81
2026-06-01T04:14:00Z,19.9,46.0,0.21,0.5
2026-06-01T04:14:30Z,17.65,20.0,0.14,0.03
2026-06-01T04:15:00Z,14.8,30.0,0.65,0.8
2026-06-01T04:15:30Z,23.4,36.9,0.08,0.85
2026-06-01T04:16:00Z,17.88,20.0,0.29,0.29
2026-06-01T04:16:30Z,12.32,56.3,0.75,0.06
2026-06-01T04:17:00Z,15.33,20.0,0.54,0.79
2026-06-01T04:17:30Z,23.86,53.9,0.2,0.85
2026-06-01T04:18:00Z,17.55,46.8,0.42,0.67
2026-06-01T04:18:30Z,11.38,29.1,0.34,0.21
2026-06-01T04:19:00Z,17.69,65.3,0.56,0.72
2026-06-01T04:19:30Z,11.72,20.0,0.46,0.06
2026-06-01T04:20:00Z,14.1,37.5,0.03,0.06
2026-06-01T04:20:30Z,21.07,51.8,0.06,0.93
2026-06-01T04:21:00Z,19.08,55.6,0.64,0.3
2026-06-01T04:21:30Z,23.7,74.3,0.4,0.48
2026-06-01T04:22:00Z,14.4,45.4,0.32,0.83
2026-06-01T04:22:30Z,27.65,56.6,0.63,0.32
2026-06-01T04:23:00Z,15.47,34.3,0.06,0.16
2026-06-01T04:23:30Z,25.33,65.0,0.68,0.26
2026-06-01T04:24:00Z,18.12,44.2,0.49,0.36
2026-06-01T04:24:30Z,33.19,69.9,0.51,0.66
2026-06-01T04:25:00Z,21.51,38.4,0.35,0.89
2026-06-01T04:25:30Z,25.77,47.4,0.16,0.45
2026-06-01T04:26:00Z,26.06,56.8,0.29,0.42
2026-06-01T04:26:30Z,21.61,53.6,0.44,0.52
2026-06-01T04:27:00Z,22.39,20.0,0.46,0.34
2026-06-01T04:27:30Z,20.67,23.8,0.64,0.86
2026-06-01T04:28:00Z,18.98,83.6,0.06,0.89
2026-06-01T04:28:30Z,23.26,51.1,0.68,0.16
2026-06-01T04:29:00Z,17.86,71.3,0.6,0.14
2026-06-01T04:29:30Z,23.65,42.7,0.8,0.32
2026-06-01T04:30:00Z,19.0,28.1,0.04,0.58
2026-06-01T04:30:30Z,23.55,67.8,0.18,0.24
2026-06-01T04:31:00Z,25.39,67.8,0.19,0.3
2026-06-01T04:31:30Z,16.69,43.1,0.54,0.33
2026-06-01T04:32:00Z,19.84,35.8,0.16,0.03
2026-06-01T04:32:30Z,23.01,24.5,0.2,0.09
2026-06-01T04:33:00Z,18.39,47.7,0.1,0.22
2026-06-01T04:33:30Z,21.21,44.2,0.54,0.44
2026-06-01T04:34:00Z,21.39,56.2,0.57,0.99
2026-06-01T04:34:30Z,15.16,30.2,0.14,0.87
2026-06-01T04:35:00Z,10.53,44.3,0.16,0.45
2026-06-01T04:35:30Z,24.18,20.0,0.44,0.54
2026-06-01T04:36:00Z,17.96,20.0,0.22,0.19
2026-06-01T04:36:30Z,23.99,36.3,0.74,0.9
2026-06-01T04:37:00Z,21.59,59.6,0.65,0.82
2026-06-01T04:37:30Z,20.25,20.0,0.37,0.09
2026-06-01T04:38:00Z,24.15,59.6,0.23,0.8
2026-06-01T04:38:30Z,17.27,20.0,0.35,0.35
2026-06-01T04:39:00Z,20.13,47.5,0.18,0.79
2026-06-01T04:39:30Z,18.85,29.5,0.19,0.05
2026-06-01T04:40:00Z,15.82,53.9,0.6,0.21
2026-06-01T04:40:30Z,22.95,51.2,0.31,0.28
2026-06-01T04:41:00Z,27.38,58.0,0.55,0.36
2026-06-01T04:41:30Z,24.24,30.3,0.3,0.06
2026-06-01T04:42:00Z,20.4,39.9,0.64,0.48
2026-06-01T04:42:30Z,21.05,42.5,0.06,0.62
2026-06-01T04:43:00Z,18.7,23.4,0.05,0.5
2026-06-01T04:43:30Z,19.95,45.8,0.64,0.92
2026-06-01T04:44:00Z,25.01,59.2,0.21,0.06
2026-06-01T04:44:30Z,20.84,23.4,0.21,0.11
2026-06-01T04:45:00Z,24.47,28.6,0.5,0.72
2026-06-01T04:45:30Z,15.05,51.3,0.23,0.99
2026-06-01T04:46:00Z,27.98,52.4,0.78,0.21
2026-06-01T04:46:30Z,22.32,20.0,0.41,0.75
2026-06-01T04:47:00Z,15.38,59.2,0.09,0.35
2026-06-01T04:47:30Z,21.24,46.6,0.7,0.2
2026-06-01T04:48:00Z,24.47,20.0,0.41,1.0
2026-06-01T04:48:30Z,19.24,25.7,0.44,0.63
2026-06-01T04:49:00Z,25.91,20.0,0.45,0.13
2026-06-01T04:49:30Z,19.79,20.0,0.25,0.65
2026-06-01T04:50:00Z,19.54,35.0,0.72,0.62
2026-06-01T04:50:30Z,23.68,65.5,0.44,0.28
2026-06-01T04:51:00Z,22.48,20.0,0.04,0.8
2026-06-01T04:51:30Z,21.93,20.0,0.46,0.59
2026-06-01T04:52:00Z,21.99,28.6,0.04,0.06
2026-06-01T04:52:30Z,26.08,53.3,0.25,0.74
2026-06-01T04:53:00Z,23.39,20.0,0.58,0.34
2026-06-01T04:53:30Z,17.17,20.0,0.02,0.03
2026-06-01T04:54:00Z,26.74,50.0,0.06,0.43
2026-06-01T04:54:30Z,24.09,20.0,0.57,0.64
2026-06-01T04:55:00Z,19.46,20.0,0.77,0.8
2026-06-01T04:55:30Z,17.24,43.6,0.27,0.51
2026-06-01T04:56:00Z,16.92,31.7,0.78,0.05
2026-06-01T04:56:30Z,19.95,37.4,0.73,0.86
2026-06-01T04:57:00Z,24.38,59.3,0.05,0.46
2026-06-01T04:57:30Z,25.81,20.0,0.36,0.26
2026-06-01T04:58:00Z,26.8,45.1,0.09,0.1
2026-06-01T04:58:30Z,26.64,20.0,0.04,0.86
2026-06-01T04:59:00Z,24.61,20.0,0.09,0.83
2026-06-01T04:59:30Z,26.56,66.2,0.25,0.88
2026-06-01T05:00:00Z,24.12,34.0,0.43,0.54
2026-06-01T05:00:30Z,21.57,27.5,0.52,0.73
2026-06-01T05:01:00Z,29.06,50.4,0.51,0.81
2026-06-01T05:01:30Z,18.19,68.8,0.29,0.73
2026-06-01T05:02:00Z,16.29,30.6,0.13,0.02
2026-06-01T05:02:30Z,18.55,47.5,0.13,0.02
2026-06-01T05:03:00Z,28.18,46.2,0.62,0.1
2026-06-01T05:03:30Z,23.52,38.7,0.65,0.6
2026-06-01T05:04:00Z,23.79,34.6,0.21,0.34
2026-06-01T05:04:30Z,22.95,52.0,0.55,0.81
2026-06-01T05:05:00Z,27.66,33.1,0.14,0.24
2026-06-01T05:05:30Z,28.51,20.0,0.58,0.44
2026-06-01T05:06:00Z,26.05,20.0,0.35,0.71
2026-06-01T05:06:30Z,24.76,54.0,0.58,0.27
2026-06-01T05:07:00Z,26.97,20.0,0.62,0.47
2026-06-01T05:07:30Z,18.45,45.9,0.38,0.9
2026-06-01T05:08:00Z,20.23,27.3,0.43,0.03
2026-06-01T05:08:30Z,26.75,20.0,0.24,0.09
2026-06-01T05:09:00Z,24.61,29.5,0.77,0.64
2026-06-01T05:09:30Z,18.95,51.8,0.12,0.91
2026-06-01T05:10:00Z,24.68,36.8,0.67,0.98
2026-06-01T05:10:30Z,20.45,91.3,0.77,0.85
2026-06-01T05:11:00Z,24.33,35.7,0.71,0.69
2026-06-01T05:11:30Z,19.26,45.2,0.55,0.16
2026-06-01T05:12:00Z,27.71,40.2,0.44,0.49
2026-06-01T05:12:30Z,28.09,27.9,0.18,0.76
2026-06-01T05:13:00Z,23.02,40.8,0.03,0.73
2026-06-01T05:13:30Z,24.68,53.4,0.27,0.23
2026-06-01T05:14:00Z,22.47,34.3,0.08,0.91
2026-06-01T05:14:30Z,21.68,39.8,0.58,0.57
2026-06-01T05:15:00Z,21.48,68.5,0.36,0.68
2026-06-01T05:15:30Z,29.13,22.3,0.18,0.08
2026-06-01T05:16:00Z,21.8,51.7,0.73,0.26
2026-06-01T05:16:30Z,27.18,53.1,0.07,0.43
2026-06-01T05:17:00Z,24.69,54.6,0.25,0.11
2026-06-01T05:17:30Z,22.01,30.9,0.32,0.42
2026-06-01T05:18:00Z,24.58,72.8,0.09,1.0
2026-06-01T05:18:30Z,24.21,63.2,0.78,0.71
2026-06-01T05:19:00Z,23.51,55.5,0.05,0.12
2026-06-01T05:19:30Z,23.83,42.3,0.7,0.08
2026-06-01T05:20:00Z,20.37,71.4,0.3,0.49
2026-06-01T05:20:30Z,28.46,50.1,0.24,0.55
2026-06-01T05:21:00Z,30.21,81.6,0.29,0.65
2026-06-01T05:21:30Z,24.3,20.0,0.14,0.87
2026-06-01T05:22:00Z,22.19,42.7,0.59,0.09
2026-06-01T05:22:30Z,26.57,23.5,0.78,0.73
2026-06-01T05:23:00Z,24.94,38.5,0.17,0.94
2026-06-01T05:23:30Z,15.79,50.8,0.35,0.18
2026-06-01T05:24:00Z,24.12,20.0,0.59,0.92
2026-06-01T05:24:30Z,25.92,49.8,0.17,0.14
2026-06-01T05:25:00Z,23.11,30.3,0.61,0.75
2026-06-01T05:25:30Z,24.67,53.2,0.71,0.85
2026-06-01T05:26:00Z,19.26,53.0,0.58,0.42
2026-06-01T05:26:30Z,24.81,62.6,0.67,0.84
2026-06-01T05:27:00Z,24.29,57.1,0.63,0.55
2026-06-01T05:27:30Z,15.67,33.7,0.42,0.22
2026-06-01T05:28:00Z,21.32,43.1,0.38,0.63
2026-06-01T05:28:30Z,26.87,23.4,0.44,0.81
2026-06-01T05:29:00Z,19.83,58.2,0.56,0.95
2026-06-01T05:29:30Z,24.39,32.6,0.61,0.63
2026-06-01T05:30:00Z,21.86,25.4,0.46,0.05
2026-06-01T05:30:30Z,23.54,59.8,0.8,0.46
2026-06-01T05:31:00Z,23.37,20.0,0.26,0.21
2026-06-01T05:31:30Z,23.38,55.7,0.71,0.47
2026-06-01T05:32:00Z,27.17,42.6,0.26,0.37
2026-06-01T05:32:30Z,29.62,58.0,0.48,0.43
2026-06-01T05:33:00Z,25.09,48.5,0.4,0.54
2026-06-01T05:33:30Z,28.12,41.6,0.39,0.06
2026-06-01T05:34:00Z,26.95,57.4,0.68,0.68
2026-06-01T05:34:30Z,24.06,40.5,0.61,0.72
2026-06-01T05:35:00Z,22.93,20.0,0.05,0.59
2026-06-01T05:35:30Z,23.97,40.2,0.58,0.49
2026-06-01T05:36:00Z,18.28,45.4,0.29,0.63
2026-06-01T05:36:30Z,28.41,66.5,0.73,0.3
2026-06-01T05:37:00Z,22.5,73.6,0.79,0.8
2026-06-01T05:37:30Z,25.16,56.3,0.56,0.35
2026-06-01T05:38:00Z,16.71,26.3,0.24,0.34
2026-06-01T05:38:30Z,21.35,28.8,0.18,0.78
2026-06-01T05:39:00Z,25.55,20.0,0.67,0.15
2026-06-01T05:39:30Z,21.58,41.8,0.07,0.54
2026-06-01T05:40:00Z,22.7,41.0,0.17,0.11
2026-06-01T05:40:30Z,31.92,54.8,0.44,0.08
2026-06-01T05:41:00Z,22.35,20.0,0.1,0.68
2026-06-01T05:41:30Z,23.06,34.4,0.62,0.9
2026-06-01T05:42:00Z,21.88,50.3,0.31,0.09
2026-06-01T05:42:30Z,23.79,50.6,0.18,0.13
2026-06-01T05:43:00Z,24.22,34.2,0.37,0.24
2026-06-01T05:43:30Z,26.11,32.6,0.18,0.46
2026-06-01T05:44:00Z,21.43,63.3,0.41,0.71
2026-06-01T05:44:30Z,26.34,21.1,0.32,0.78
2026-06-01T05:45:00Z,24.76,41.9,0.69,0.93
2026-06-01T05:45:30Z,25.89,59.6,0.18,0.14
2026-06-01T05:46:00Z,29.83,80.2,0.01,0.95
2026-06-01T05:46:30Z,28.5,44.0,0.03,0.74
2026-06-01T05:47:00Z,24.77,35.7,0.27,0.73
2026-06-01T05:47:30Z,24.4,46.0,0.03,0.03
2026-06-01T05:48:00Z,17.78,24.6,0.24,0.14
2026-06-01T05:48:30Z,21.2,31.1,0.44,0.4
2026-06-01T05:49:00Z,22.93,33.6,0.71,0.92
2026-06-01T05:49:30Z,25.4,55.3,0.19,0.11
2026-06-01T05:50:00Z,28.57,46.5,0.16,0.36
2026-06-01T05:50:30Z,19.67,34.1,0.08,0.78
2026-06-01T05:51:00Z,34.11,67.5,0.02,0.09
2026-06-01T05:51:30Z,22.99,34.4,0.05,0.28
2026-06-01T05:52:00Z,27.3,21.0,0.23,0.36
2026-06-01T05:52:30Z,24.0,23.6,0.09,0.19
2026-06-01T05:53:00Z,30.0,47.0,0.08,0.15
2026-06-01T05:53:30Z,28.97,36.6,0.72,0.4
2026-06-01T05:54:00Z,31.67,20.0,0.56,0.81
2026-06-01T05:54:30Z,24.21,30.3,0.74,0.03
2026-06-01T05:55:00Z,23.35,20.0,0.6,0.04
2026-06-01T05:55:30Z,24.8,24.1,0.24,0.47
2026-06-01T05:56:00Z,25.14,28.7,0.12,0.05
2026-06-01T05:56:30Z,19.09,66.2,0.75,0.1
2026-06-01T05:57:00Z,23.25,54.9,0.72,0.78
2026-06-01T05:57:30Z,19.49,23.1,0.56,0.57
2026-06-01T05:58:00Z,29.1,33.2,0.71,0.23
2026-06-01T05:58:30Z,21.65,81.3,0.8,0.49
2026-06-01T05:59:00Z,25.73,43.8,0.03,0.64
2026-06-01T05:59:30Z,26.26,59.0,0.19,0.2
2026-06-01T06:00:00Z,27.09,42.3,0.02,0.31
2026-06-01T06:00:30Z,26.46,55.1,0.37,0.44
2026-06-01T06:01:00Z,17.53,20.3,0.48,0.47
2026-06-01T06:01:30Z,20.4,66.8,0.58,0.12
2026-06-01T06:02:00Z,28.52,27.2,0.33,0.78
2026-06-01T06:02:30Z,24.29,47.5,0.3,0.73
2026-06-01T06:03:00Z,27.92,22.8,0.13,0.81
2026-06-01T06:03:30Z,27.46,20.0,0.28,0.43
2026-06-01T06:04:00Z,24.11,32.4,0.49,0.81
2026-06-01T06:04:30Z,30.71,50.8,0.51,0.9
2026-06-01T06:05:00Z,23.1,67.5,0.07,0.42
2026-06-01T06:05:30Z,19.82,20.0,0.11,0.29
2026-06-01T06:06:00Z,26.58,52.1,0.25,0.21
2026-06-01T06:06:30Z,25.8,33.2,0.61,0.3
2026-06-01T06:07:00Z,32.55,49.1,0.41,0.47
2026-06-01T06:07:30Z,27.72,20.0,0.35,0.57
2026-06-01T06:08:00Z,26.06,20.0,0.34,0.02
2026-06-01T06:08:30Z,21.38,56.7,0.41,0.82
2026-06-01T06:09:00Z,20.5,22.9,0.49,0.93
2026-06-01T06:09:30Z,29.88,27.8,0.1,0.67
2026-06-01T06:10:00Z,32.69,31.8,0.16,0.95
2026-06-01T06:10:30Z,26.83,51.1,0.18,0.56
2026-06-01T06:11:00Z,23.45,29.6,0.61,0.68
2026-06-01T06:11:30Z,26.85,30.5,0.03,0.76
2026-06-01T06:12:00Z,28.24,36.8,0.6,0.53
2026-06-01T06:12:30Z,23.58,20.7,0.62,0.18
2026-06-01T06:13:00Z,30.45,51.9,0.48,0.18
2026-06-01T06:13:30Z,23.54,65.1,0.53,0.18
2026-06-01T06:14:00Z,26.21,63.3,0.58,0.52
2026-06-01T06:14:30Z,27.86,44.8,0.58,0.49
2026-06-01T06:15:00Z,23.84,44.0,0.78,0.23
2026-06-01T06:15:30Z,29.94,20.0,0.73,0.9
2026-06-01T06:16:00Z,20.99,41.6,0.34,0.6
2026-06-01T06:16:30Z,25.19,37.9,0.05,0.86
2026-06-01T06:17:00Z,30.87,65.5,0.37,0.0
2026-06-01T06:17:30Z,30.49,47.5,0.1,0.69
2026-06-01T06:18:00Z,23.46,52.5,0.15,0.89
2026-06-01T06:18:30Z,22.72,23.9,0.23,0.27
2026-06-01T06:19:00Z,24.96,56.0,0.41,0.1
2026-06-01T06:19:30Z,29.2,29.6,0.73,0.33
2026-06-01T06:20:00Z,17.32,31.9,0.42,0.61
2026-06-01T06:20:30Z,22.28,43.6,0.63,0.41
2026-06-01T06:21:00Z,24.46,62.1,0.57,0.4
2026-06-01T06:21:30Z,16.27,20.0,0.21,0.98
2026-06-01T06:22:00Z,21.05,41.7,0.16,0.78
2026-06-01T06:22:30Z,27.75,23.0,0.35,0.66
2026-06-01T06:23:00Z,29.85,30.8,0.67,0.88
2026-06-01T06:23:30Z,25.31,34.0,0.24,0.99
2026-06-01T06:24:00Z,27.66,55.6,0.61,0.63
2026-06-01T06:24:30Z,24.23,41.7,0.21,0.88
2026-06-01T06:25:00Z,31.98,29.0,0.68,0.51
2026-06-01T06:25:30Z,26.5,53.2,0.13,0.75
2026-06-01T06:26:00Z,27.4,45.1,0.5,0.9
2026-06-01T06:26:30Z,22.61,25.6,0.07,0.95
2026-06-01T06:27:00Z,24.58,28.8,0.66,0.86
2026-06-01T06:27:30Z,31.64,63.4,0.21,0.68
2026-06-01T06:28:00Z,24.46,58.1,0.77,0.33
2026-06-01T06:28:30Z,23.48,30.6,0.09,0.81
2026-06-01T06:29:00Z,24.98,25.3,0.16,0.58
2026-06-01T06:29:30Z,26.7,70.5,0.57,0.25
2026-06-01T06:30:00Z,22.38,55.9,0.73,0.04
2026-06-01T06:30:30Z,29.92,53.7,0.67,0.21
2026-06-01T06:31:00Z,29.07,20.0,0.44,0.03
2026-06-01T06:31:30Z,37.3,39.4,0.65,0.35
2026-06-01T06:32:00Z,29.32,49.4,0.77,0.72
2026-06-01T06:32:30Z,21.91,78.5,0.24,0.95
2026-06-01T06:33:00Z,26.75,68.2,0.59,0.37
2026-06-01T06:33:30Z,24.59,20.0,0.61,0.0
2026-06-01T06:34:00Z,24.19,49.9,0.34,0.16
2026-06-01T06:34:30Z,27.15,23.4,0.41,0.94
2026-06-01T06:35:00Z,24.64,20.0,0.02,0.04
2026-06-01T06:35:30Z,23.45,45.4,0.24,0.13
2026-06-01T06:36:00Z,30.82,36.9,0.58,0.68
2026-06-01T06:36:30Z,25.09,69.1,0.34,0.46
2026-06-01T06:37:00Z,32.75,56.7,0.74,0.94
2026-06-01T06:37:30Z,27.64,23.3,0.73,0.59
2026-06-01T06:38:00Z,26.31,45.9,0.04,0.71
2026-06-01T06:38:30Z,28.41,56.9,0.48,0.35
2026-06-01T06:39:00Z,22.53,22.1,0.13,0.98
2026-06-01T06:39:30Z,24.07,63.2,0.2,0.01
2026-06-01T06:40:00Z,26.42,41.4,0.55,0.4
2026-06-01T06:40:30Z,31.1,20.0,0.7,0.38
2026-06-01T06:41:00Z,26.19,33.8,0.73,0.09
2026-06-01T06:41:30Z,22.89,40.7,0.19,0.19
2026-06-01T06:42:00Z,29.53,51.7,0.15,0.79
2026-06-01T06:42:30Z,27.13,47.9,0.73,0.48
2026-06-01T06:43:00Z,27.75,56.1,0.23,0.97
2026-06-01T06:43:30Z,20.76,22.6,0.7,0.64
2026-06-01T06:44:00Z,22.66,65.1,0.78,0.48
2026-06-01T06:44:30Z,27.27,44.2,0.59,0.74
2026-06-01T06:45:00Z,19.12,33.9,0.25,0.62
2026-06-01T06:45:30Z,30.75,48.5,0.66,0.33
2026-06-01T06:46:00Z,26.99,42.0,0.51,0.2
2026-06-01T06:46:30Z,21.12,40.1,0.47,0.77
2026-06-01T06:47:00Z,24.99,57.4,0.38,0.32
2026-06-01T06:47:30Z,25.22,23.0,0.7,0.99
2026-06-01T06:48:00Z,23.11,21.5,0.27,0.72
2026-06-01T06:48:30Z,31.36,83.7,0.07,0.3
2026-06-01T06:49:00Z,25.35,38.4,0.0,0.98
2026-06-01T06:49:30Z,28.19,32.2,0.21,0.26
2026-06-01T06:50:00Z,34.4,41.6,0.34,0.13
2026-06-01T06:50:30Z,29.63,76.1,0.7,0.98
2026-06-01T06:51:00Z,22.27,27.6,0.66,0.3
2026-06-01T06:51:30Z,27.43,31.0,0.73,0.28
2026-06-01T06:52:00Z,28.5,20.0,0.74,0.71
2026-06-01T06:52:30Z,18.55,28.1,0.13,0.75
2026-06-01T06:53:00Z,22.93,73.9,0.2,0.06
2026-06-01T06:53:30Z,27.51,30.4,0.34,0.58
2026-06-01T06:54:00Z,19.61,48.0,0.74,0.45
2026-06-01T06:54:30Z,30.69,57.2,0.0,0.83
2026-06-01T06:55:00Z,34.39,60.7,0.2,0.41
2026-06-01T06:55:30Z,26.73,57.5,0.01,0.27
2026-06-01T06:56:00Z,26.92,76.7,0.31,0.96
2026-06-01T06:56:30Z,24.25,43.9,0.25,0.26
2026-06-01T06:57:00Z,28.49,55.7,0.79,0.33
2026-06-01T06:57:30Z,34.16,41.6,0.1,0.16
2026-06-01T06:58:00Z,28.33,48.8,0.28,0.8
2026-06-01T06:58:30Z,30.3,26.4,0.03,0.47
2026-06-01T06:59:00Z,26.68,20.0,0.08,0.04
2026-06-01T06:59:30Z,33.17,27.3,0.71,0.52
2026-06-01T07:00:00Z,28.51,43.0,0.77,0.91
2026-06-01T07:00:30Z,27.11,68.1,0.25,0.79
2026-06-01T07:01:00Z,28.04,20.0,0.79,0.48
2026-06-01T07:01:30Z,33.67,51.8,0.52,0.74
2026-06-01T07:02:00Z,26.0,35.6,0.47,0.84
2026-06-01T07:02:30Z,22.28,40.8,0.68,0.12
2026-06-01T07:03:00Z,28.97,55.6,0.12,0.33
2026-06-01T07:03:30Z,29.36,23.5,0.67,0.29
2026-06-01T07:04:00Z,27.36,62.4,0.02,0.54
2026-06-01T07:04:30Z,22.95,47.1,0.21,0.14
2026-06-01T07:05:00Z,25.73,56.9,0.3,0.97
2026-06-01T07:05:30Z,26.5,63.6,0.19,0.31
2026-06-01T07:06:00Z,24.89,20.0,0.67,0.02
2026-06-01T07:06:30Z,30.4,47.7,0.39,0.69
2026-06-01T07:07:00Z,29.29,48.0,0.79,0.13
2026-06-01T07:07:30Z,27.56,24.9,0.47,0.95
2026-06-01T07:08:00Z,28.09,38.1,0.48,0.07
2026-06-01T07:08:30Z,26.04,31.3,0.3,0.84
2026-06-01T07:09:00Z,28.73,46.5,0.71,0.09
2026-06-01T07:09:30Z,25.74,73.1,0.57,0.77
2026-06-01T07:10:00Z,32.53,58.7,0.76,0.03
2026-06-01T07:10:30Z,26.57,51.5,0.09,0.29
2026-06-01T07:11:00Z,27.49,52.2,0.66,0.24
2026-06-01T07:11:30Z,25.71,22.2,0.12,0.62
2026-06-01T07:12:00Z,28.71,62.7,0.6,0.8
2026-06-01T07:12:30Z,31.23,44.8,0.25,0.25
2026-06-01T07:13:00Z,33.32,20.0,0.32,0.97
2026-06-01T07:13:30Z,34.46,20.0,0.51,0.14
2026-06-01T07:14:00Z,35.24,41.8,0.04,0.25
2026-06-01T07:14:30Z,32.18,20.0,0.75,0.43
2026-06-01T07:15:00Z,29.43,20.0,0.25,0.81
2026-06-01T07:15:30Z,32.66,44.6,0.08,0.02
2026-06-01T07:16:00Z,28.7,20.0,0.25,0.82
2026-06-01T07:16:30Z,34.35,45.0,0.44,0.2
2026-06-01T07:17:00Z,30.97,42.0,0.29,0.19
2026-06-01T07:17:30Z,26.13,21.9,0.3,0.65
2026-06-01T07:18:00Z,29.81,50.5,0.56,0.27
2026-06-01T07:18:30Z,21.29,20.0,0.23,0.69
2026-06-01T07:19:00Z,26.35,23.5,0.05,0.94
2026-06-01T07:19:30Z,32.46,20.0,0.41,0.15
2026-06-01T07:20:00Z,31.63,36.4,0.52,0.34
2026-06-01T07:20:30Z,26.32,74.1,0.56,0.66
2026-06-01T07:21:00Z,26.52,20.0,0.32,0.32
2026-06-01T07:21:30Z,34.45,48.5,0.22,0.01
2026-06-01T07:22:00Z,28.47,33.9,0.65,0.79
2026-06-01T07:22:30Z,28.68,33.3,0.51,0.04
2026-06-01T07:23:00Z,31.57,26.9,0.09,0.64
2026-06-01T07:23:30Z,22.17,60.5,0.42,0.64
2026-06-01T07:24:00Z,30.88,25.8,0.42,0.08
2026-06-01T07:24:30Z,25.23,38.5,0.24,0.85
2026-06-01T07:25:00Z,26.72,40.8,0.57,0.83
2026-06-01T07:25:30Z,29.72,20.0,0.07,0.9
2026-06-01T07:26:00Z,29.62,52.7,0.65,0.35
2026-06-01T07:26:30Z,29.79,41.6,0.58,0.04
2026-06-01T07:27:00Z,26.97,20.0,0.79,0.37
2026-06-01T07:27:30Z,34.25,44.4,0.68,0.52
2026-06-01T07:28:00Z,31.38,30.6,0.63,0.8
2026-06-01T07:28:30Z,20.87,45.4,0.32,0.23
