timestamp,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,cart_upstream_error_rate,product_upstream_error_rate,active_connections
2026-06-01T03:07:00Z,36.93,27.1,0.0,0.36,1.23,325
2026-06-01T03:07:30Z,49.3,18.2,1.19,0.05,2.47,304
2026-06-01T03:08:00Z,45.63,30.3,1.5,0.09,1.56,318
2026-06-01T03:08:30Z,45.21,28.9,1.29,0.22,1.31,320
2026-06-01T03:09:00Z,63.67,40.9,0.17,0.5,2.91,356
2026-06-01T03:09:30Z,58.65,10.0,0.19,0.52,2.25,316
2026-06-01T03:10:00Z,48.52,11.4,0.0,0.1,2.12,328
2026-06-01T03:10:30Z,44.83,35.7,0.0,0.52,3.22,334
2026-06-01T03:11:00Z,51.95,27.5,1.48,0.2,2.66,317
2026-06-01T03:11:30Z,59.04,22.1,0.0,0.74,2.66,307
2026-06-01T03:12:00Z,40.99,17.6,0.0,0.39,2.05,327
2026-06-01T03:12:30Z,56.43,35.4,0.0,0.6,2.45,335
2026-06-01T03:13:00Z,56.41,20.8,0.0,0.01,2.41,308
2026-06-01T03:13:30Z,43.0,31.0,0.0,0.18,3.63,321
2026-06-01T03:14:00Z,64.36,28.5,1.24,0.13,4.2,322
2026-06-01T03:14:30Z,45.65,22.9,0.95,0.49,1.99,320
2026-06-01T03:15:00Z,47.62,22.9,0.0,0.22,3.51,322
2026-06-01T03:15:30Z,59.21,22.0,0.17,0.19,2.38,329
2026-06-01T03:16:00Z,43.14,23.4,0.12,0.64,4.46,315
2026-06-01T03:16:30Z,45.13,24.4,0.0,0.1,3.97,315
2026-06-01T03:17:00Z,52.6,38.9,0.73,0.77,3.75,333
2026-06-01T03:17:30Z,43.16,10.0,0.44,0.47,4.13,302
2026-06-01T03:18:00Z,37.92,15.1,0.09,0.41,5.42,318
2026-06-01T03:18:30Z,54.14,51.4,0.0,0.45,4.96,314
2026-06-01T03:19:00Z,42.93,19.1,0.0,0.69,4.66,337
2026-06-01T03:19:30Z,48.83,14.1,0.03,0.34,5.45,336
2026-06-01T03:20:00Z,36.94,36.7,0.0,0.08,3.27,312
2026-06-01T03:20:30Z,42.86,43.9,0.0,0.33,4.43,312
2026-06-01T03:21:00Z,46.15,15.5,0.0,0.71,3.07,286
2026-06-01T03:21:30Z,45.5,21.6,0.0,0.68,6.54,321
2026-06-01T03:22:00Z,54.67,39.2,0.0,0.7,6.76,312
2026-06-01T03:22:30Z,34.39,39.2,1.22,0.67,6.4,311
2026-06-01T03:23:00Z,50.91,10.0,0.79,0.16,4.88,301
2026-06-01T03:23:30Z,55.14,51.3,1.16,0.25,4.48,322
2026-06-01T03:24:00Z,53.98,10.0,0.0,0.74,7.36,326
2026-06-01T03:24:30Z,59.36,33.8,0.0,0.4,5.96,340
2026-06-01T03:25:00Z,43.74,31.6,0.84,0.45,4.28,331
2026-06-01T03:25:30Z,44.75,21.2,0.0,0.61,7.51,292
2026-06-01T03:26:00Z,40.8,26.0,0.0,0.75,5.26,326
2026-06-01T03:26:30Z,36.98,24.6,0.0,0.29,5.81,351
2026-06-01T03:27:00Z,52.96,10.0,0.0,0.72,7.52,308
2026-06-01T03:27:30Z,52.38,23.2,0.0,0.41,6.6,311
2026-06-01T03:28:00Z,53.58,15.0,0.17,0.13,4.38,329
2026-06-01T03:28:30Z,45.97,29.1,0.51,0.27,5.66,327
2026-06-01T03:29:00Z,41.22,34.6,0.93,0.01,3.96,319
2026-06-01T03:29:30Z,38.6,10.0,0.0,0.51,7.65,326
2026-06-01T03:30:00Z,56.48,35.6,0.0,0.79,5.79,319
2026-06-01T03:30:30Z,53.64,10.0,0.0,0.13,6.07,322
2026-06-01T03:31:00Z,60.49,20.2,0.73,0.38,6.55,355
2026-06-01T03:31:30Z,43.97,32.4,0.66,0.64,7.9,333
2026-06-01T03:32:00Z,55.43,10.0,0.39,0.65,8.76,323
2026-06-01T03:32:30Z,54.04,22.0,0.0,0.07,4.26,328
2026-06-01T03:33:00Z,56.7,19.0,0.0,0.7,4.52,325
2026-06-01T03:33:30Z,42.58,39.5,0.0,0.72,5.13,330
2026-06-01T03:34:00Z,47.41,14.1,0.0,0.09,6.77,340
2026-06-01T03:34:30Z,46.15,10.0,0.0,0.45,7.34,329
2026-06-01T03:35:00Z,55.54,26.1,1.5,0.08,7.97,345
2026-06-01T03:35:30Z,53.58,24.1,0.0,0.2,6.09,296
2026-06-01T03:36:00Z,54.09,13.7,0.15,0.63,5.73,325
2026-06-01T03:36:30Z,51.61,10.0,0.0,0.39,9.13,315
2026-06-01T03:37:00Z,48.83,16.7,0.0,0.3,7.7,344
2026-06-01T03:37:30Z,44.19,34.6,0.3,0.41,7.74,320
2026-06-01T03:38:00Z,33.08,35.3,0.25,0.03,8.12,320
2026-06-01T03:38:30Z,48.36,28.2,0.0,0.06,7.8,298
2026-06-01T03:39:00Z,57.04,29.7,0.83,0.39,8.17,328
2026-06-01T03:39:30Z,53.38,10.0,0.08,0.66,9.18,318
2026-06-01T03:40:00Z,43.58,29.6,1.45,0.41,8.33,367
2026-06-01T03:40:30Z,48.83,37.5,1.5,0.63,5.62,333
2026-06-01T03:41:00Z,52.1,10.0,0.53,0.72,6.53,327
2026-06-01T03:41:30Z,50.61,22.3,0.0,0.25,8.32,324
2026-06-01T03:42:00Z,50.61,18.4,0.0,0.34,9.05,342
2026-06-01T03:42:30Z,62.48,45.3,0.0,0.25,5.02,314
2026-06-01T03:43:00Z,45.4,24.0,0.0,0.07,7.93,332
2026-06-01T03:43:30Z,52.5,12.4,0.0,0.6,4.79,304
2026-06-01T03:44:00Z,42.53,13.6,1.49,0.46,5.42,319
2026-06-01T03:44:30Z,54.75,10.0,0.71,0.49,5.34,314
2026-06-01T03:45:00Z,58.8,31.2,0.0,0.63,7.22,301
2026-06-01T03:45:30Z,51.91,10.7,0.02,0.33,8.99,351
2026-06-01T03:46:00Z,48.36,75.5,0.0,0.02,7.55,343
2026-06-01T03:46:30Z,57.54,20.3,0.0,0.69,4.62,359
2026-06-01T03:47:00Z,38.79,18.9,0.0,0.77,5.61,324
2026-06-01T03:47:30Z,42.87,14.2,1.5,0.5,7.99,306
2026-06-01T03:48:00Z,61.52,10.4,0.0,0.4,5.21,342
2026-06-01T03:48:30Z,45.11,46.7,0.0,0.73,5.55,332
2026-06-01T03:49:00Z,58.53,10.3,1.5,0.56,9.3,341
2026-06-01T03:49:30Z,56.13,10.0,0.0,0.02,4.09,321
2026-06-01T03:50:00Z,42.35,35.5,0.19,0.21,5.42,311
2026-06-01T03:50:30Z,48.95,12.5,0.0,0.03,8.12,314
2026-06-01T03:51:00Z,46.86,10.5,0.02,0.37,6.35,302
2026-06-01T03:51:30Z,55.47,19.3,0.82,0.22,5.12,335
2026-06-01T03:52:00Z,41.78,10.0,0.3,0.77,9.53,339
2026-06-01T03:52:30Z,46.92,10.1,0.0,0.14,4.2,316
2026-06-01T03:53:00Z,47.94,24.7,0.0,0.6,8.64,342
2026-06-01T03:53:30Z,45.3,31.4,0.0,0.17,4.74,325
2026-06-01T03:54:00Z,43.49,13.7,0.0,0.04,8.38,360
2026-06-01T03:54:30Z,65.46,32.8,1.0,0.29,5.72,329
2026-06-01T03:55:00Z,58.47,32.4,0.0,0.3,8.01,330
2026-06-01T03:55:30Z,47.7,10.0,1.5,0.46,4.23,341
2026-06-01T03:56:00Z,54.52,10.0,0.0,0.1,7.73,341
2026-06-01T03:56:30Z,49.47,10.0,1.5,0.23,8.51,347
2026-06-01T03:57:00Z,40.75,23.9,1.37,0.58,8.01,327
2026-06-01T03:57:30Z,53.37,36.2,0.78,0.38,7.2,339
2026-06-01T03:58:00Z,57.51,10.0,0.0,0.57,6.58,333
2026-06-01T03:58:30Z,50.86,33.4,0.25,0.67,7.05,349
2026-06-01T03:59:00Z,63.09,41.0,0.0,0.52,5.16,308
2026-06-01T03:59:30Z,48.79,11.3,0.8,0.64,7.15,340
2026-06-01T04:00:00Z,52.93,39.6,0.0,0.02,4.25,336
2026-06-01T04:00:30Z,51.28,27.6,0.0,0.15,6.79,324
2026-06-01T04:01:00Z,50.63,37.1,1.04,0.71,7.95,350
2026-06-01T04:01:30Z,52.89,16.0,0.56,0.57,4.3,331
2026-06-01T04:02:00Z,58.33,28.6,0.2,0.68,5.18,338
2026-06-01T04:02:30Z,56.06,24.2,0.0,0.45,4.42,305
2026-06-01T04:03:00Z,63.91,24.3,1.06,0.29,5.45,337
2026-06-01T04:03:30Z,48.34,35.5,1.07,0.46,6.3,348
2026-06-01T04:04:00Z,45.49,32.8,0.85,0.08,4.85,351
2026-06-01T04:04:30Z,55.37,10.0,0.0,0.79,3.99,361
2026-06-01T04:05:00Z,63.63,10.0,0.0,0.62,3.31,326
2026-06-01T04:05:30Z,48.39,29.4,0.0,0.15,3.72,336
2026-06-01T04:06:00Z,50.02,10.0,0.4,0.01,7.41,326
2026-06-01T04:06:30Z,58.37,22.7,0.0,0.37,4.34,372
2026-06-01T04:07:00Z,50.83,10.1,0.24,0.55,4.93,304
2026-06-01T04:07:30Z,51.54,10.0,0.85,0.56,3.9,323
2026-06-01T04:08:00Z,72.09,14.0,0.43,0.21,4.86,325
2026-06-01T04:08:30Z,54.1,17.3,0.0,0.09,6.66,355
2026-06-01T04:09:00Z,65.38,10.0,0.0,0.65,3.95,329
2026-06-01T04:09:30Z,62.77,23.8,0.0,0.26,5.65,307
2026-06-01T04:10:00Z,58.22,24.6,0.0,0.32,6.01,326
2026-06-01T04:10:30Z,59.8,40.6,0.23,0.71,3.81,349
2026-06-01T04:11:00Z,52.31,34.8,0.0,0.7,3.85,341
2026-06-01T04:11:30Z,60.64,21.7,0.0,0.75,4.12,310
2026-06-01T04:12:00Z,54.98,22.2,0.0,0.57,2.94,320
2026-06-01T04:12:30Z,50.73,15.8,0.0,0.01,5.64,346
2026-06-01T04:13:00Z,56.22,19.8,1.5,0.22,3.88,340
2026-06-01T04:13:30Z,59.44,25.8,0.0,0.21,4.33,329
2026-06-01T04:14:00Z,62.15,10.0,0.0,0.03,3.25,323
2026-06-01T04:14:30Z,55.9,21.1,0.0,0.19,3.97,316
2026-06-01T04:15:00Z,66.6,40.1,0.0,0.27,3.04,336
2026-06-01T04:15:30Z,50.29,15.1,0.0,0.53,4.42,337
2026-06-01T04:16:00Z,51.57,31.9,1.08,0.31,3.65,303
2026-06-01T04:16:30Z,63.55,26.3,0.0,0.54,4.11,317
2026-06-01T04:17:00Z,54.61,14.7,0.78,0.58,3.92,359
2026-06-01T04:17:30Z,51.22,23.8,0.0,0.07,2.41,343
2026-06-01T04:18:00Z,42.57,10.0,0.37,0.34,1.88,333
2026-06-01T04:18:30Z,62.58,28.9,0.0,0.57,2.22,318
2026-06-01T04:19:00Z,56.33,24.7,0.76,0.66,1.9,347
2026-06-01T04:19:30Z,52.23,30.4,1.25,0.72,3.4,317
2026-06-01T04:20:00Z,57.56,10.0,0.0,0.14,2.27,342
2026-06-01T04:20:30Z,50.07,31.4,1.5,0.02,2.48,337
2026-06-01T04:21:00Z,56.6,23.4,0.0,0.68,2.27,304
2026-06-01T04:21:30Z,62.55,10.0,1.08,0.41,1.32,367
2026-06-01T04:22:00Z,57.5,24.8,0.51,0.2,1.17,354
2026-06-01T04:22:30Z,52.54,23.7,0.0,0.62,2.02,334
2026-06-01T04:23:00Z,42.17,16.8,0.0,0.04,1.83,333
2026-06-01T04:23:30Z,46.3,16.1,0.0,0.27,0.94,327
2026-06-01T04:24:00Z,58.25,16.9,0.57,0.67,1.64,350
2026-06-01T04:24:30Z,64.59,16.3,0.85,0.1,1.46,345
2026-06-01T04:25:00Z,51.67,10.0,0.0,0.36,1.41,335
2026-06-01T04:25:30Z,63.95,10.0,0.0,0.74,0.76,360
2026-06-01T04:26:00Z,51.69,20.5,0.0,0.69,1.17,350
2026-06-01T04:26:30Z,52.2,10.0,1.5,0.52,0.76,348
2026-06-01T04:27:00Z,59.56,14.1,0.0,0.59,0.78,352
2026-06-01T04:27:30Z,55.92,23.0,0.05,0.03,0.8,357
2026-06-01T04:28:00Z,55.16,40.3,0.0,0.09,0.49,335
2026-06-01T04:28:30Z,53.79,34.1,0.14,0.59,0.5,337
2026-06-01T04:29:00Z,65.22,13.0,0.01,0.21,0.33,334
2026-06-01T04:29:30Z,60.34,24.2,1.31,0.54,0.1,323
2026-06-01T04:30:00Z,56.04,43.7,1.11,0.4,0.1,340
2026-06-01T04:30:30Z,55.3,23.1,1.5,0.62,0.13,350
2026-06-01T04:31:00Z,59.37,35.9,0.0,0.79,0.06,351
2026-06-01T04:31:30Z,66.37,24.2,0.0,0.38,0.29,335
2026-06-01T04:32:00Z,49.75,23.3,0.22,0.71,0.27,307
2026-06-01T04:32:30Z,61.96,41.0,0.0,0.05,0.06,354
2026-06-01T04:33:00Z,54.86,14.5,0.3,0.78,0.15,337
2026-06-01T04:33:30Z,55.65,24.7,0.0,0.14,0.07,354
2026-06-01T04:34:00Z,58.32,28.0,0.18,0.18,0.11,349
2026-06-01T04:34:30Z,50.7,10.0,0.69,0.63,0.18,359
2026-06-01T04:35:00Z,63.88,33.7,0.0,0.26,0.09,343
2026-06-01T04:35:30Z,59.98,39.8,0.43,0.74,0.3,329
2026-06-01T04:36:00Z,61.4,10.0,0.0,0.16,0.22,331
2026-06-01T04:36:30Z,56.86,13.6,1.5,0.37,0.2,336
2026-06-01T04:37:00Z,60.11,24.7,0.42,0.56,0.04,319
2026-06-01T04:37:30Z,49.58,28.4,0.86,0.63,0.22,316
2026-06-01T04:38:00Z,68.72,12.3,0.0,0.43,0.28,337
2026-06-01T04:38:30Z,49.49,11.8,0.28,0.56,0.13,324
2026-06-01T04:39:00Z,60.0,10.0,1.5,0.16,0.06,340
2026-06-01T04:39:30Z,69.67,10.0,0.0,0.45,0.14,345
2026-06-01T04:40:00Z,57.04,28.1,0.0,0.62,0.06,343
2026-06-01T04:40:30Z,56.79,31.5,0.0,0.61,0.08,330
2026-06-01T04:41:00Z,61.95,23.6,0.0,0.58,0.12,327
2026-06-01T04:41:30Z,41.56,24.4,0.05,0.72,0.23,336
2026-06-01T04:42:00Z,39.57,10.0,0.0,0.79,0.27,348
2026-06-01T04:42:30Z,61.52,29.0,0.0,0.09,0.03,361
2026-06-01T04:43:00Z,61.78,10.0,0.0,0.12,0.15,328
2026-06-01T04:43:30Z,56.27,23.9,1.22,0.54,0.24,357
2026-06-01T04:44:00Z,51.93,38.3,0.0,0.39,0.01,352
2026-06-01T04:44:30Z,66.36,34.4,1.5,0.36,0.06,346
2026-06-01T04:45:00Z,43.63,16.5,1.5,0.03,0.18,351
2026-06-01T04:45:30Z,65.68,24.4,0.0,0.66,0.15,358
2026-06-01T04:46:00Z,58.49,11.4,0.54,0.05,0.26,357
2026-06-01T04:46:30Z,58.71,28.0,1.43,0.36,0.1,347
2026-06-01T04:47:00Z,59.33,10.0,0.51,0.39,0.02,347
2026-06-01T04:47:30Z,65.18,34.9,0.86,0.38,0.03,335
2026-06-01T04:48:00Z,53.15,10.0,0.31,0.05,0.17,351
2026-06-01T04:48:30Z,48.43,25.5,0.0,0.61,0.05,350
2026-06-01T04:49:00Z,58.76,47.9,0.0,0.58,0.02,352
2026-06-01T04:49:30Z,57.33,10.0,1.34,0.5,0.02,340
2026-06-01T04:50:00Z,66.98,20.0,0.0,0.62,0.22,346
2026-06-01T04:50:30Z,38.5,16.8,0.0,0.67,0.25,352
2026-06-01T04:51:00Z,64.03,10.0,0.27,0.61,0.23,329
2026-06-01T04:51:30Z,54.76,23.4,0.0,0.26,0.3,358
2026-06-01T04:52:00Z,53.92,10.0,0.0,0.03,0.02,330
2026-06-01T04:52:30Z,52.34,41.8,0.0,0.0,0.06,328
2026-06-01T04:53:00Z,57.77,10.0,0.0,0.0,0.2,343
2026-06-01T04:53:30Z,53.91,10.0,0.4,0.18,0.27,369
2026-06-01T04:54:00Z,67.34,45.9,0.09,0.74,0.25,330
2026-06-01T04:54:30Z,62.35,10.0,0.92,0.18,0.12,342
2026-06-01T04:55:00Z,57.42,10.0,0.0,0.73,0.1,335
2026-06-01T04:55:30Z,58.03,21.5,0.0,0.2,0.12,357
2026-06-01T04:56:00Z,51.36,29.0,0.48,0.32,0.23,362
2026-06-01T04:56:30Z,53.77,10.0,0.18,0.25,0.19,333
2026-06-01T04:57:00Z,52.44,24.3,0.0,0.5,0.1,350
2026-06-01T04:57:30Z,56.48,24.4,0.29,0.67,0.02,346
2026-06-01T04:58:00Z,51.15,10.0,0.0,0.26,0.25,362
2026-06-01T04:58:30Z,58.94,57.4,0.0,0.05,0.02,348
2026-06-01T04:59:00Z,55.77,10.0,0.0,0.6,0.28,342
2026-06-01T04:59:30Z,51.79,26.4,0.0,0.17,0.01,354
2026-06-01T05:00:00Z,47.64,10.0,0.0,0.27,0.25,337
2026-06-01T05:00:30Z,58.48,14.7,0.6,0.76,0.2,348
2026-06-01T05:01:00Z,56.18,38.0,0.37,0.43,0.23,327
2026-06-01T05:01:30Z,68.32,10.0,0.33,0.24,0.2,327
2026-06-01T05:02:00Z,52.48,24.7,0.21,0.55,0.23,335
2026-06-01T05:02:30Z,59.63,10.0,0.09,0.05,0.15,327
2026-06-01T05:03:00Z,48.7,21.2,0.0,0.48,0.15,357
2026-06-01T05:03:30Z,66.95,26.6,1.5,0.16,0.07,385
2026-06-01T05:04:00Z,58.03,10.0,0.82,0.13,0.2,365
2026-06-01T05:04:30Z,60.68,18.3,0.0,0.39,0.06,356
2026-06-01T05:05:00Z,49.02,10.0,1.01,0.39,0.26,341
2026-06-01T05:05:30Z,62.6,23.4,0.0,0.14,0.09,363
2026-06-01T05:06:00Z,63.4,10.0,0.0,0.7,0.01,333
2026-06-01T05:06:30Z,46.59,10.0,0.0,0.25,0.21,333
2026-06-01T05:07:00Z,59.97,26.6,0.16,0.48,0.19,336
2026-06-01T05:07:30Z,55.76,10.0,0.0,0.54,0.04,361
2026-06-01T05:08:00Z,62.31,10.0,0.0,0.26,0.05,333
2026-06-01T05:08:30Z,65.38,33.6,0.0,0.53,0.06,345
2026-06-01T05:09:00Z,54.65,40.1,0.17,0.23,0.17,358
2026-06-01T05:09:30Z,72.65,46.8,0.0,0.15,0.12,347
2026-06-01T05:10:00Z,39.79,10.0,0.75,0.02,0.12,335
2026-06-01T05:10:30Z,77.57,14.2,0.3,0.56,0.05,374
2026-06-01T05:11:00Z,46.68,56.4,0.0,0.21,0.24,349
2026-06-01T05:11:30Z,59.07,14.1,0.03,0.28,0.22,344
2026-06-01T05:12:00Z,50.58,13.2,0.33,0.77,0.03,372
2026-06-01T05:12:30Z,65.96,24.2,0.0,0.05,0.02,344
2026-06-01T05:13:00Z,45.66,13.4,0.14,0.59,0.25,336
2026-06-01T05:13:30Z,60.91,10.0,0.47,0.53,0.27,391
2026-06-01T05:14:00Z,54.09,17.2,0.04,0.64,0.08,338
2026-06-01T05:14:30Z,55.1,17.8,0.0,0.61,0.17,316
2026-06-01T05:15:00Z,50.79,29.6,0.0,0.34,0.29,354
2026-06-01T05:15:30Z,56.91,10.0,0.07,0.07,0.19,339
2026-06-01T05:16:00Z,73.53,15.1,0.79,0.1,0.11,343
2026-06-01T05:16:30Z,53.63,10.0,0.0,0.07,0.05,366
2026-06-01T05:17:00Z,56.31,10.0,0.91,0.13,0.29,360
2026-06-01T05:17:30Z,71.28,20.9,0.0,0.44,0.09,369
2026-06-01T05:18:00Z,62.15,51.6,0.0,0.21,0.0,350
2026-06-01T05:18:30Z,69.83,22.1,0.05,0.44,0.29,342
2026-06-01T05:19:00Z,56.95,32.0,0.81,0.54,0.04,379
2026-06-01T05:19:30Z,70.15,11.0,1.3,0.74,0.06,350
2026-06-01T05:20:00Z,65.76,10.0,0.0,0.43,0.08,357
2026-06-01T05:20:30Z,78.64,26.2,0.81,0.73,0.03,347
2026-06-01T05:21:00Z,59.78,44.0,0.0,0.6,0.02,370
2026-06-01T05:21:30Z,68.06,10.8,0.06,0.64,0.01,340
2026-06-01T05:22:00Z,63.17,36.7,0.56,0.63,0.3,321
2026-06-01T05:22:30Z,49.8,32.0,0.08,0.06,0.17,348
2026-06-01T05:23:00Z,57.16,47.4,0.0,0.69,0.0,326
2026-06-01T05:23:30Z,55.86,15.0,0.0,0.32,0.15,376
2026-06-01T05:24:00Z,50.67,15.9,1.19,0.61,0.27,360
2026-06-01T05:24:30Z,71.1,18.4,0.33,0.35,0.09,327
2026-06-01T05:25:00Z,73.39,31.5,0.0,0.21,0.02,352
2026-06-01T05:25:30Z,59.55,25.7,0.36,0.48,0.02,341
2026-06-01T05:26:00Z,66.14,29.0,0.0,0.71,0.21,366
2026-06-01T05:26:30Z,68.57,10.0,1.17,0.13,0.28,344
2026-06-01T05:27:00Z,58.48,10.0,0.0,0.74,0.29,360
2026-06-01T05:27:30Z,51.38,25.4,1.01,0.43,0.18,387
2026-06-01T05:28:00Z,52.39,36.9,0.0,0.04,0.23,342
2026-06-01T05:28:30Z,58.53,27.8,0.12,0.11,0.26,363
2026-06-01T05:29:00Z,67.88,27.4,1.5,0.2,0.29,359
2026-06-01T05:29:30Z,68.1,28.6,1.5,0.06,0.11,368
2026-06-01T05:30:00Z,58.78,12.4,1.03,0.04,0.03,371
2026-06-01T05:30:30Z,64.54,11.3,0.04,0.65,0.04,370
2026-06-01T05:31:00Z,52.63,45.6,0.0,0.54,0.17,362
2026-06-01T05:31:30Z,60.4,41.1,0.0,0.23,0.27,341
2026-06-01T05:32:00Z,55.09,17.9,0.37,0.78,0.02,358
2026-06-01T05:32:30Z,74.31,31.8,0.0,0.02,0.11,350
2026-06-01T05:33:00Z,71.8,21.1,1.21,0.38,0.18,369
2026-06-01T05:33:30Z,60.24,33.9,0.31,0.75,0.29,320
2026-06-01T05:34:00Z,70.28,42.7,0.63,0.69,0.26,351
2026-06-01T05:34:30Z,66.26,37.2,1.25,0.24,0.2,357
2026-06-01T05:35:00Z,74.31,10.0,0.01,0.64,0.2,350
2026-06-01T05:35:30Z,51.44,10.9,0.25,0.25,0.02,375
2026-06-01T05:36:00Z,72.15,14.0,0.0,0.4,0.07,340
2026-06-01T05:36:30Z,59.29,10.0,0.0,0.65,0.02,355
2026-06-01T05:37:00Z,65.98,16.1,0.06,0.67,0.22,365
2026-06-01T05:37:30Z,73.47,10.0,0.0,0.4,0.06,368
2026-06-01T05:38:00Z,77.76,21.2,0.0,0.33,0.22,366
2026-06-01T05:38:30Z,57.94,11.5,0.28,0.12,0.13,341
2026-06-01T05:39:00Z,66.06,33.9,0.0,0.67,0.03,369
2026-06-01T05:39:30Z,62.59,10.0,0.0,0.66,0.01,370
2026-06-01T05:40:00Z,70.59,10.0,0.0,0.07,0.26,364
2026-06-01T05:40:30Z,65.87,12.1,0.89,0.46,0.2,373
2026-06-01T05:41:00Z,63.42,35.0,0.16,0.77,0.18,346
2026-06-01T05:41:30Z,71.06,30.0,0.0,0.48,0.09,368
2026-06-01T05:42:00Z,53.57,35.3,0.61,0.65,0.27,355
2026-06-01T05:42:30Z,65.54,11.9,0.0,0.25,0.18,396
2026-06-01T05:43:00Z,61.25,18.5,0.0,0.45,0.16,376
2026-06-01T05:43:30Z,70.37,28.4,0.36,0.61,0.0,366
2026-06-01T05:44:00Z,60.9,14.2,0.0,0.38,0.15,354
2026-06-01T05:44:30Z,65.23,43.2,0.0,0.49,0.03,358
2026-06-01T05:45:00Z,68.0,28.1,0.34,0.57,0.29,353
2026-06-01T05:45:30Z,60.85,31.0,0.43,0.52,0.04,375
2026-06-01T05:46:00Z,72.88,34.3,0.81,0.78,0.25,331
2026-06-01T05:46:30Z,62.67,18.9,0.0,0.63,0.25,328
2026-06-01T05:47:00Z,71.69,10.0,0.0,0.11,0.28,343
2026-06-01T05:47:30Z,63.39,10.0,1.17,0.37,0.02,378
2026-06-01T05:48:00Z,65.08,17.3,0.0,0.12,0.16,358
2026-06-01T05:48:30Z,68.16,10.0,0.13,0.42,0.01,367
2026-06-01T05:49:00Z,73.39,17.9,1.46,0.45,0.0,341
2026-06-01T05:49:30Z,70.46,20.1,0.0,0.68,0.09,370
2026-06-01T05:50:00Z,55.75,10.0,0.87,0.62,0.01,359
2026-06-01T05:50:30Z,62.82,10.5,0.0,0.4,0.2,375
2026-06-01T05:51:00Z,75.16,20.9,0.0,0.36,0.12,355
2026-06-01T05:51:30Z,62.62,37.7,0.0,0.45,0.15,384
2026-06-01T05:52:00Z,70.7,27.7,0.1,0.58,0.21,372
2026-06-01T05:52:30Z,55.26,13.1,0.0,0.04,0.14,365
2026-06-01T05:53:00Z,68.66,10.0,0.7,0.55,0.14,353
2026-06-01T05:53:30Z,61.23,10.0,0.0,0.12,0.26,394
2026-06-01T05:54:00Z,56.75,10.0,0.0,0.22,0.04,366
2026-06-01T05:54:30Z,77.99,10.8,0.0,0.15,0.19,364
2026-06-01T05:55:00Z,63.56,28.2,0.0,0.44,0.19,380
2026-06-01T05:55:30Z,65.86,25.2,1.47,0.4,0.03,363
2026-06-01T05:56:00Z,78.35,10.7,1.01,0.1,0.18,366
2026-06-01T05:56:30Z,65.49,32.2,1.5,0.02,0.27,386
2026-06-01T05:57:00Z,68.46,30.0,0.0,0.22,0.18,367
2026-06-01T05:57:30Z,65.73,10.0,0.0,0.24,0.3,368
2026-06-01T05:58:00Z,56.74,24.3,0.0,0.08,0.16,399
2026-06-01T05:58:30Z,63.32,10.0,0.71,0.48,0.21,355
2026-06-01T05:59:00Z,62.51,10.0,0.38,0.24,0.17,373
2026-06-01T05:59:30Z,71.96,58.9,0.0,0.24,0.29,368
2026-06-01T06:00:00Z,75.99,53.7,0.57,0.1,0.04,349
2026-06-01T06:00:30Z,61.02,51.6,0.0,0.71,0.18,372
2026-06-01T06:01:00Z,56.3,21.7,0.03,0.59,0.1,371
2026-06-01T06:01:30Z,75.01,27.4,0.0,0.74,0.17,367
2026-06-01T06:02:00Z,69.09,30.0,0.0,0.46,0.28,352
2026-06-01T06:02:30Z,65.99,24.6,0.0,0.65,0.02,372
2026-06-01T06:03:00Z,67.98,10.0,1.5,0.62,0.23,373
2026-06-01T06:03:30Z,63.45,14.1,0.84,0.71,0.26,384
2026-06-01T06:04:00Z,58.51,16.8,0.32,0.68,0.0,351
2026-06-01T06:04:30Z,58.65,24.9,0.0,0.13,0.02,355
2026-06-01T06:05:00Z,71.68,10.0,1.39,0.33,0.14,360
2026-06-01T06:05:30Z,62.33,10.0,0.41,0.15,0.11,370
2026-06-01T06:06:00Z,77.07,18.2,0.24,0.21,0.22,372
2026-06-01T06:06:30Z,72.22,32.4,0.21,0.44,0.26,367
2026-06-01T06:07:00Z,71.79,10.0,0.0,0.23,0.14,350
2026-06-01T06:07:30Z,74.28,20.8,0.0,0.42,0.07,377
2026-06-01T06:08:00Z,73.51,20.9,1.5,0.14,0.05,371
2026-06-01T06:08:30Z,65.32,13.2,0.0,0.74,0.13,359
2026-06-01T06:09:00Z,60.64,22.2,0.0,0.08,0.24,355
2026-06-01T06:09:30Z,60.11,24.6,0.0,0.32,0.3,363
2026-06-01T06:10:00Z,61.2,24.0,0.0,0.09,0.05,384
2026-06-01T06:10:30Z,69.46,10.0,0.0,0.8,0.13,367
2026-06-01T06:11:00Z,74.1,10.0,0.47,0.55,0.17,347
2026-06-01T06:11:30Z,79.96,15.9,0.0,0.59,0.11,382
2026-06-01T06:12:00Z,56.97,10.0,0.47,0.03,0.15,373
2026-06-01T06:12:30Z,67.37,14.0,0.76,0.53,0.19,372
2026-06-01T06:13:00Z,67.15,11.2,1.33,0.12,0.05,373
2026-06-01T06:13:30Z,65.28,34.5,0.0,0.17,0.03,364
2026-06-01T06:14:00Z,60.22,10.0,1.5,0.23,0.16,352
2026-06-01T06:14:30Z,65.05,10.0,0.0,0.26,0.04,365
